Airline name ,Travel Time,Number of Stoppage(s),Ticket price(Dollar),Departure Airport,Departure Time,1st Stoppage Waiting Time,1st Stoppage,2nd Stoppage Waiting Time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date
Multiple,50:25:00,2,4200.0,,19:30:00,3h 25m,DXB,23h 15m,EWR,,,,11:55:00,04-09
Multiple,58:10:00,2,4200.0,,01:40:00,21h 25m,DXB,13h 10m,EWR,,,,01:50:00,04-09
Multiple,68:15:00,2,4200.0,,01:40:00,21h 25m,DXB,23h 15m,EWR,,,,11:55:00,04-09
Qatar,31:55:00,2,4604.0,,10:50:00,1h 45m,DOH,6h 31m,JFK,,,,08:45:00,04-08
Qatar,32:43:00,2,4604.0,,10:50:00,1h 45m,DOH,7h 19m,JFK,,,,09:33:00,04-08
Qatar,47:37:00,2,4608.0,,10:50:00,18h 35m,DOH,5h 10m,JFK,,,,00:27:00,04-09
Qatar,47:37:00,2,4646.0,,10:50:00,1h 45m,DOH,22h 0m,JFK,,,,00:27:00,04-09
Qatar,51:25:00,2,5368.0,,21:30:00,7h 40m,DOH,21h 15m,MAD,,,,14:55:00,04-09
Qatar,67:25:00,2,5372.0,,05:30:00,23h 40m,DOH,21h 15m,MAD,,,,14:55:00,04-09
Qatar,31:15:00,2,6054.0,,03:35:00,1h 50m,DOH,5h 35m,JFK,,,,00:50:00,04-08
Qatar,33:7:00,2,6054.0,,03:35:00,1h 50m,DOH,7h 39m,JFK,,,,02:42:00,04-08
Qatar,34:2:00,2,6054.0,,03:35:00,1h 50m,DOH,8h 39m,JFK,,,,03:37:00,04-08
Qatar,36:57:00,2,6054.0,,21:30:00,7h 55m,DOH,5h 10m,JFK,,,,00:27:00,04-09
Qatar,39:10:00,2,6054.0,,03:35:00,9h 0m,DOH,6h 31m,JFK,,,,08:45:00,04-08
Qatar,39:12:00,2,6054.0,,21:30:00,7h 55m,DOH,7h 39m,JFK,,,,02:42:00,04-09
Qatar,39:58:00,2,6054.0,,03:35:00,9h 0m,DOH,7h 19m,JFK,,,,09:33:00,04-08
Qatar,40:7:00,2,6054.0,,21:30:00,7h 55m,DOH,8h 39m,JFK,,,,03:37:00,04-09
Qatar,39:10:00,2,6096.0,,03:35:00,1h 50m,DOH,13h 41m,JFK,,,,08:45:00,04-08
Qatar,39:58:00,2,6096.0,,03:35:00,1h 50m,DOH,14h 29m,JFK,,,,09:33:00,04-08
Qatar,39:53:00,2,6529.0,,21:30:00,7h 45m,DOH,8h 45m,BOS,,,,03:23:00,04-09
Air India,23:50:00,1,533.0,JFK,11:55:00,,,,,,,BOM,11:55:00,04-08
Air India,30:20:00,1,535.0,JFK,12:30:00,8h 20m,DEL,2h 20m,DEL,,,BOM,16:20:00,04-08
Air India,33:20:00,1,535.0,JFK,12:30:00,9h 35m,DEL,2h 50m,DEL,,,BOM,18:00:00,04-08
Air India,36:50:00,1,535.0,JFK,12:30:00,10h 50m,DEL,6h 0m,DEL,,,BOM,20:10:00,04-08
Air India,38:45:00,1,535.0,JFK,12:30:00,19h 20m,DEL,7h 30m,DEL,,,BOM,21:25:00,04-08
Air India,40:10:00,1,535.0,JFK,12:30:00,20h 20m,DEL,,,,,BOM,22:10:00,04-08
Air India,42:15:00,1,535.0,JFK,12:30:00,21h 20m,DEL,,,,,BOM,23:35:00,04-08
Air India,44:5:00,1,535.0,JFK,12:30:00,10h 0m,DEL,,,,,BOM,00:45:00,04-09
Air India,58:35:00,1,535.0,JFK,12:30:00,11h 30m,DEL,,,,,BOM,09:15:00,04-09
Air India,60:20:00,1,535.0,JFK,12:30:00,12h 0m,DEL,,,,,BOM,10:20:00,04-09
Air India,62:0:00,1,535.0,JFK,12:30:00,12h 50m,DEL,,,,,BOM,11:20:00,04-09
Multiple,45:5:00,1,578.0,EWR,21:10:00,14h 10m,DEL,,,,,BOM,09:45:00,04-09
Multiple,47:15:00,1,578.0,EWR,21:10:00,3h 45m,CDG,,,,,BOM,11:15:00,04-09
Multiple,47:35:00,1,578.0,EWR,21:10:00,5h 0m,CDG,,,,,BOM,11:35:00,04-09
Multiple,49:15:00,1,578.0,EWR,21:10:00,5h 55m,CDG,,,,,BOM,12:35:00,04-09
Multiple,51:50:00,1,578.0,EWR,21:10:00,2h 40m,CDG,,,,,BOM,13:50:00,04-09
Air France,33:25:00,1,587.0,JFK,18:30:00,3h 55m,CDG,,,,,BOM,00:05:00,04-09
Air France,35:5:00,1,587.0,JFK,17:30:00,4h 20m,CDG,,,,,BOM,00:05:00,04-09
Air France,36:45:00,1,587.0,JFK,16:30:00,4h 50m,CDG,,,,,BOM,00:05:00,04-09
Air France,40:5:00,2,587.0,JFK,18:30:00,4h 25m,AMS,3h 25m,DEL,,,BOM,04:05:00,04-09
Air France,41:45:00,2,587.0,JFK,17:30:00,5h 25m,AMS,3h 25m,DEL,,,BOM,04:05:00,04-09
Air France,42:5:00,2,587.0,EWR,17:10:00,1h 1m,BOS,3h 25m,DEL,,,BOM,04:05:00,04-09
Air France,43:25:00,2,587.0,JFK,16:30:00,1h 27m,BOS,3h 25m,DEL,,,BOM,04:05:00,04-09
KLM-Royal Dutch,33:50:00,1,589.0,JFK,18:30:00,1h 27m,BOS,,,,,BOM,00:30:00,04-09
KLM-Royal Dutch,35:25:00,1,589.0,JFK,17:35:00,2h 7m,BOS,,,,,BOM,00:30:00,04-09
KLM-Royal Dutch,36:46:00,2,591.0,JFK,16:29:00,3h 37m,BOS,3h 50m,CDG,,,BOM,00:05:00,04-09
KLM-Royal Dutch,37:15:00,2,591.0,LGA,16:00:00,3h 31m,BOS,3h 50m,CDG,,,BOM,00:05:00,04-09
Air France,37:15:00,2,591.0,LGA,16:00:00,3h 37m,BOS,3h 50m,CDG,,,BOM,00:05:00,04-09
Air France,40:36:00,2,591.0,JFK,13:59:00,1h 4m,BOS,5h 40m,CDG,,,BOM,00:05:00,04-09
Air France,40:36:00,2,591.0,JFK,13:59:00,2h 14m,BOS,3h 50m,CDG,,,BOM,00:05:00,04-09
KLM-Royal Dutch,40:36:00,2,591.0,LGA,13:59:00,1h 16m,BOS,3h 50m,CDG,,,BOM,00:05:00,04-09
KLM-Royal Dutch,40:36:00,2,591.0,JFK,13:59:00,2h 36m,BOS,3h 50m,CDG,,,BOM,00:05:00,04-09
KLM-Royal Dutch,35:0:00,2,594.0,LGA,18:00:00,1h 42m,BOS,3h 0m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,36:40:00,2,594.0,EWR,17:00:00,3h 2m,BOS,3h 0m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,37:11:00,2,594.0,JFK,16:29:00,3h 46m,BOS,4h 15m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,37:11:00,2,594.0,JFK,16:29:00,1h 41m,BOS,3h 0m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,38:20:00,2,594.0,LGA,16:00:00,5h 6m,BOS,4h 15m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,38:20:00,2,594.0,LGA,16:00:00,3h 52m,BOS,3h 0m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,41:41:00,2,594.0,LGA,13:59:00,1h 47m,BOS,4h 15m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,41:41:00,2,594.0,LGA,13:59:00,5h 12m,BOS,6h 0m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,41:41:00,2,594.0,LGA,13:59:00,22h 25m,CDG,3h 0m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,41:41:00,2,594.0,JFK,13:59:00,1h 35m,CDG,4h 15m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,41:41:00,2,594.0,JFK,13:59:00,1h 35m,CDG,6h 0m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,41:41:00,2,594.0,JFK,13:59:00,1h 55m,CDG,3h 0m,AMS,,,BOM,00:30:00,04-09
Air France,64:0:00,1,597.0,JFK,23:55:00,2h 45m,CDG,,,,,BOM,00:05:00,04-10
Air France,35:30:00,2,607.0,JFK,17:30:00,1h 55m,CDG,2h 30m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,35:30:00,2,607.0,JFK,17:30:00,2h 45m,CDG,2h 30m,AMS,,,BOM,00:30:00,04-09
Air France,35:30:00,2,608.0,JFK,17:30:00,5h 25m,CDG,2h 15m,AMS,,,BOM,00:30:00,04-09
Air France,35:30:00,2,608.0,JFK,17:30:00,1h 45m,AMS,1h 20m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,35:30:00,2,608.0,JFK,17:30:00,15h 20m,DEL,2h 15m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,35:30:00,2,608.0,JFK,17:30:00,2h 30m,WAW,1h 20m,AMS,,,BOM,00:30:00,04-09
Air France,35:25:00,1,629.0,EWR,17:10:00,2h 30m,CDG,,,,,BOM,00:05:00,04-09
KLM-Royal Dutch,29:0:00,1,631.0,JFK,21:20:00,2h 30m,CDG,,,,,BOM,00:30:00,04-09
Multiple,53:40:00,1,632.0,EWR,21:10:00,1h 30m,CDG,,,,,BOM,15:00:00,04-09
LOT Polish,30:50:00,1,632.0,JFK,22:20:00,1h 30m,CDG,,,,,BOM,02:40:00,04-09
Air France,37:10:00,2,649.0,JFK,16:30:00,2h 50m,CDG,2h 30m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,37:10:00,2,649.0,JFK,16:30:00,3h 40m,CDG,2h 30m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,33:50:00,2,650.0,JFK,18:30:00,2h 50m,CDG,1h 20m,AMS,,,BOM,00:30:00,04-09
Air France,33:50:00,2,650.0,JFK,18:30:00,3h 40m,CDG,1h 20m,AMS,,,BOM,00:30:00,04-09
Air France,37:10:00,2,650.0,JFK,16:30:00,7h 55m,IST,2h 15m,AMS,,,BOM,00:30:00,04-09
Air France,37:10:00,2,650.0,JFK,16:30:00,3h 25m,IST,1h 20m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,37:10:00,2,650.0,JFK,16:30:00,14h 35m,IST,2h 15m,AMS,,,BOM,00:30:00,04-09
KLM-Royal Dutch,37:10:00,2,650.0,JFK,16:30:00,1h 40m,ZRH,1h 20m,AMS,,,BOM,00:30:00,04-09
Turkish,39:15:00,1,682.0,JFK,19:30:00,3h 40m,ZRH,,,,,BOM,04:55:00,04-09
Turkish,31:55:00,1,731.0,JFK,00:10:00,22h 20m,ZRH,,,,,BOM,04:55:00,04-08
Turkish,50:35:00,1,731.0,JFK,12:50:00,23h 5m,ZRH,,,,,BOM,04:55:00,04-09
SWISS,29:15:00,1,741.0,EWR,18:15:00,1h 20m,CDG,,,,,BOM,21:40:00,04-08
SWISS,32:20:00,1,741.0,JFK,16:30:00,3h 10m,CDG,,,,,BOM,21:40:00,04-08
SWISS,63:40:00,1,741.0,EWR,21:50:00,1h 25m,FRA,,,,,BOM,21:40:00,04-09
SWISS,65:15:00,1,741.0,JFK,20:55:00,7h 30m,FRA,,,,,BOM,21:40:00,04-09
Air France,37:10:00,2,753.0,JFK,16:30:00,22h 20m,DEL,3h 40m,AMS,,,BOM,00:30:00,04-09
Air France,35:50:00,2,754.0,EWR,17:10:00,3h 50m,LHR,1h 20m,AMS,,,BOM,00:30:00,04-09
Lufthansa,29:0:00,1,760.0,EWR,21:50:00,10h 45m,LHR,,,,,BOM,01:00:00,04-09
Lufthansa,38:55:00,1,760.0,JFK,15:55:00,15h 5m,LHR,,,,,BOM,01:00:00,04-09
Air India,63:50:00,1,785.0,JFK,12:30:00,4h 25m,DXB,,,,,BOM,12:30:00,04-09
American,33:35:00,1,814.0,EWR,18:05:00,4h 30m,DEL,,,,,BOM,23:50:00,04-08
American,45:15:00,1,814.0,EWR,18:05:00,23h 30m,YUL,,,,,BOM,06:50:00,04-09
American,52:15:00,1,814.0,EWR,18:05:00,4h 20m,MUC,,,,,BOM,11:10:00,04-09
Multiple,35:10:00,1,816.0,EWR,21:40:00,4h 40m,MUC,,,,,BOM,04:20:00,04-09
American,35:50:00,1,822.0,JFK,20:45:00,6h 15m,NBO,,,,,BOM,04:05:00,04-09
Air Canada,82:10:00,2,822.0,LGA,21:00:00,10h 20m,NBO,8h 10m,DEL,,,BOM,08:00:00,04-10
Multiple,33:30:00,1,840.0,EWR,17:30:00,3h 10m,IST,,,,,BOM,23:10:00,04-08
Multiple,33:35:00,1,840.0,JFK,17:25:00,4h 20m,MUC,,,,,BOM,23:10:00,04-08
Kenya,43:35:00,1,844.0,JFK,13:45:00,4h 40m,MUC,,,,,BOM,01:30:00,04-09
Kenya,50:20:00,1,844.0,JFK,13:45:00,1h 25m,FRA,,,,,BOM,05:35:00,04-09
Turkish,31:55:00,1,852.0,EWR,00:10:00,2h 50m,DXB,,,,,BOM,04:55:00,04-08
Lufthansa,33:30:00,1,859.0,EWR,17:30:00,8h 25m,DXB,,,,,BOM,23:10:00,04-08
Lufthansa,33:35:00,1,859.0,JFK,17:25:00,1h 5m,LHR,,,,,BOM,23:10:00,04-08
Lufthansa,29:0:00,1,861.0,JFK,21:50:00,1h 45m,LHR,,,,,BOM,01:00:00,04-09
Multiple,32:0:00,1,867.0,EWR,21:40:00,2h 20m,LHR,,,,,BOM,02:30:00,04-09
Multiple,41:40:00,1,867.0,EWR,21:40:00,2h 35m,LHR,,,,,BOM,08:10:00,04-09
American,28:45:00,1,874.0,JFK,20:55:00,3h 15m,LHR,,,,,BOM,23:50:00,04-08
American,30:10:00,1,874.0,JFK,20:10:00,3h 35m,LHR,,,,,BOM,23:50:00,04-08
American,30:45:00,1,874.0,JFK,19:35:00,3h 45m,LHR,,,,,BOM,23:50:00,04-08
American,31:48:00,1,874.0,JFK,19:12:00,6h 0m,LHR,,,,,BOM,23:50:00,04-08
American,32:10:00,1,874.0,JFK,18:50:00,6h 30m,LHR,,,,,BOM,23:50:00,04-08
American,32:30:00,1,874.0,JFK,18:30:00,8h 0m,LHR,,,,,BOM,23:50:00,04-08
American,33:36:00,1,874.0,JFK,18:04:00,9h 15m,LHR,,,,,BOM,23:50:00,04-08
American,37:0:00,1,874.0,JFK,23:00:00,9h 30m,LHR,,,,,BOM,06:50:00,04-09
American,37:37:00,1,874.0,JFK,22:23:00,10h 10m,LHR,,,,,BOM,06:50:00,04-09
American,40:25:00,1,874.0,JFK,20:55:00,10h 20m,LHR,,,,,BOM,06:50:00,04-09
American,42:25:00,1,874.0,JFK,19:35:00,10h 30m,LHR,,,,,BOM,06:50:00,04-09
American,43:28:00,1,874.0,JFK,19:12:00,10h 40m,LHR,,,,,BOM,06:50:00,04-09
American,43:50:00,1,874.0,JFK,18:50:00,10h 50m,LHR,,,,,BOM,06:50:00,04-09
American,44:0:00,1,874.0,JFK,23:00:00,12h 20m,LHR,,,,,BOM,11:10:00,04-09
American,44:10:00,1,874.0,JFK,18:30:00,13h 35m,LHR,,,,,BOM,06:50:00,04-09
American,45:16:00,1,874.0,JFK,18:04:00,13h 50m,LHR,,,,,BOM,06:50:00,04-09
American,45:17:00,1,874.0,JFK,22:23:00,14h 30m,LHR,,,,,BOM,11:10:00,04-09
American,47:25:00,1,874.0,JFK,20:55:00,14h 50m,LHR,,,,,BOM,11:10:00,04-09
American,50:5:00,1,874.0,JFK,19:35:00,15h 0m,LHR,,,,,BOM,11:10:00,04-09
American,50:28:00,1,874.0,JFK,19:12:00,4h 0m,FRA,,,,,BOM,11:10:00,04-09
American,50:50:00,1,874.0,JFK,18:50:00,5h 30m,FRA,,,,,BOM,11:10:00,04-09
American,51:50:00,1,874.0,JFK,18:30:00,1h 55m,FRA,,,,,BOM,11:10:00,04-09
American,52:16:00,1,874.0,JFK,18:04:00,1h 55m,FRA,,,,,BOM,11:10:00,04-09
Lufthansa,33:20:00,1,877.0,EWR,19:30:00,4h 30m,FRA,,,,,BOM,01:00:00,04-09
Lufthansa,35:20:00,1,877.0,EWR,18:10:00,1h 35m,AMS,,,,,BOM,01:00:00,04-09
Lufthansa,42:35:00,2,877.0,JFK,21:50:00,9h 20m,LHR,6h 5m,DEL,,,BOM,09:15:00,04-09
Lufthansa,42:35:00,2,877.0,EWR,21:50:00,1h 35m,FRA,6h 5m,DEL,,,BOM,09:15:00,04-09
Lufthansa,46:55:00,2,877.0,EWR,19:30:00,1h 5m,LHR,6h 5m,DEL,,,BOM,09:15:00,04-09
Lufthansa,32:25:00,2,878.0,EWR,17:55:00,9h 30m,DEL,1h 40m,MUC,,,BOM,23:10:00,04-08
SWISS,45:25:00,2,879.0,EWR,08:45:00,2h 45m,CDG,1h 15m,ZRH,,,BOM,21:40:00,04-08
Lufthansa,35:45:00,2,879.0,JFK,15:55:00,1h 25m,MUC,3h 45m,MUC,,,BOM,23:10:00,04-08
Lufthansa,32:20:00,2,881.0,EWR,18:00:00,1h 45m,MUC,1h 40m,MUC,,,BOM,23:10:00,04-08
Multiple,43:55:00,1,882.0,EWR,21:10:00,1h 40m,AMS,,,,,BOM,09:15:00,04-09
Lufthansa,35:0:00,2,883.0,EWR,18:30:00,2h 55m,ADD,1h 25m,FRA,,,BOM,01:00:00,04-09
Lufthansa,36:40:00,2,884.0,EWR,17:30:00,1h 10m,LHR,3h 10m,FRA,,,BOM,01:00:00,04-09
Lufthansa,36:45:00,2,884.0,JFK,17:25:00,2h 20m,LHR,3h 10m,FRA,,,BOM,01:00:00,04-09
Lufthansa,35:35:00,2,885.0,EWR,17:55:00,1h 20m,LHR,3h 10m,FRA,,,BOM,01:00:00,04-09
Ethiopian,41:55:00,1,886.0,EWR,21:45:00,3h 10m,LHR,,,,,BOM,08:30:00,04-09
Lufthansa,32:10:00,2,887.0,EWR,20:00:00,1h 10m,LHR,1h 5m,FRA,,,BOM,01:00:00,04-09
Lufthansa,33:50:00,2,887.0,EWR,19:00:00,2h 10m,LHR,1h 5m,FRA,,,BOM,01:00:00,04-09
Lufthansa,33:50:00,2,887.0,EWR,19:00:00,9h 0m,LGW,2h 5m,FRA,,,BOM,01:00:00,04-09
Lufthansa,35:30:00,2,887.0,EWR,18:00:00,13h 20m,LGW,1h 5m,FRA,,,BOM,01:00:00,04-09
Lufthansa,35:30:00,2,887.0,EWR,18:00:00,1h 45m,BRU,3h 5m,FRA,,,BOM,01:00:00,04-09
Lufthansa,35:30:00,2,887.0,EWR,18:00:00,4h 0m,DOH,2h 5m,FRA,,,BOM,01:00:00,04-09
American,41:55:00,1,890.0,JFK,20:05:00,5h 0m,DOH,,,,,BOM,06:50:00,04-09
American,48:55:00,1,890.0,JFK,20:05:00,16h 30m,DOH,,,,,BOM,11:10:00,04-09
Lufthansa,35:0:00,2,891.0,EWR,18:30:00,1h 40m,DXB,2h 40m,FRA,,,BOM,01:00:00,04-09
Qatar,33:40:00,1,902.0,JFK,20:05:00,2h 10m,DXB,,,,,BOM,01:55:00,04-09
Qatar,35:5:00,1,902.0,JFK,20:05:00,3h 45m,DXB,,,,,BOM,02:40:00,04-09
Qatar,54:5:00,1,905.0,JFK,20:05:00,5h 10m,DXB,,,,,BOM,14:20:00,04-09
Emirates,28:40:00,1,915.0,JFK,11:20:00,3h 55m,DXB,,,,,BOM,14:10:00,04-08
Emirates,30:0:00,1,915.0,JFK,23:00:00,7h 45m,DXB,,,,,BOM,02:30:00,04-09
Emirates,32:30:00,1,915.0,JFK,23:00:00,8h 15m,DXB,,,,,BOM,04:20:00,04-09
Emirates,34:15:00,1,915.0,JFK,11:20:00,14h 5m,DXB,,,,,BOM,17:45:00,04-08
Emirates,37:25:00,1,915.0,EWR,23:55:00,15h 40m,DXB,,,,,BOM,08:10:00,04-09
Emirates,39:0:00,1,915.0,JFK,23:00:00,19h 40m,DXB,,,,,BOM,08:10:00,04-09
Emirates,40:0:00,1,915.0,JFK,11:20:00,12h 5m,CAI,,,,,BOM,20:50:00,04-08
Emirates,49:0:00,1,915.0,JFK,11:20:00,3h 55m,HEL,,,,,BOM,02:30:00,04-09
Emirates,52:10:00,1,915.0,JFK,11:20:00,2h 35m,AUH,,,,,BOM,04:20:00,04-09
Emirates,58:40:00,1,915.0,JFK,11:20:00,20h 10m,AUH,,,,,BOM,08:10:00,04-09
Egyptair,47:10:00,1,942.0,JFK,12:00:00,3h 0m,IST,,,,,BOM,02:00:00,04-09
Finnair,34:10:00,1,950.0,JFK,22:55:00,2h 45m,IST,,,,,BOM,05:15:00,04-09
Etihad,30:35:00,1,952.0,JFK,22:40:00,2h 30m,LHR,,,,,BOM,02:45:00,04-09
Etihad,60:15:00,1,952.0,JFK,22:40:00,14h 35m,LHR,,,,,BOM,20:25:00,04-09
Turkish,31:45:00,1,981.0,JFK,00:10:00,14h 35m,LHR,,,,,BOM,04:45:00,04-08
Turkish,31:45:00,1,981.0,EWR,00:10:00,7h 30m,IST,,,,,BOM,04:45:00,04-08
Gulf Air Company,40:13:00,2,1009.0,JFK,19:12:00,14h 10m,IST,4h 30m,BAH,,,BOM,04:55:00,04-09
Gulf Air Company,66:53:00,2,1009.0,JFK,19:12:00,20h 55m,ADD,8h 10m,BAH,,,BOM,20:55:00,04-09
Gulf Air Company,80:13:00,2,1009.0,JFK,19:12:00,1h 49m,BOS,16h 25m,BAH,,,BOM,04:55:00,04-10
Turkish,39:5:00,1,1036.0,JFK,19:30:00,1h 55m,BOS,,,,,BOM,04:45:00,04-09
Turkish,50:25:00,1,1036.0,JFK,12:50:00,2h 15m,BOS,,,,,BOM,04:45:00,04-09
Ethiopian,70:50:00,1,1036.0,EWR,21:45:00,1h 32m,BOS,,,,,BOM,02:05:00,04-10
Qatar,35:10:00,2,1082.0,LGA,19:15:00,3h 40m,LHR,2h 20m,DOH,,,BOM,01:55:00,04-09
Qatar,35:25:00,2,1082.0,JFK,19:00:00,15h 45m,LHR,2h 20m,DOH,,,BOM,01:55:00,04-09
Qatar,35:45:00,2,1082.0,EWR,18:40:00,5h 20m,DXB,2h 20m,DOH,,,BOM,01:55:00,04-09
Qatar,35:45:00,2,1082.0,JFK,19:25:00,2h 20m,LHR,3h 20m,DOH,,,BOM,02:40:00,04-09
Gulf Air Company,42:1:00,2,1105.0,JFK,18:04:00,7h 40m,LHR,4h 30m,BAH,,,BOM,04:55:00,04-09
Gulf Air Company,82:1:00,2,1105.0,JFK,18:04:00,1h 10m,LHR,16h 25m,BAH,,,BOM,04:55:00,04-10
Emirates,40:20:00,1,1110.0,JFK,22:20:00,9h 30m,LHR,,,,,BOM,08:10:00,04-09
Multiple,30:20:00,1,1125.0,EWR,22:00:00,1h 10m,LHR,,,,,BOM,01:50:00,04-09
Virgin Atlantic,24:10:00,1,1242.0,JFK,23:00:00,10h 0m,LHR,,,,,BOM,08:40:00,04-09
Virgin Atlantic,25:5:00,2,1242.0,JFK,21:00:00,4h 10m,LHR,5h 35m,DEL,,,BOM,07:35:00,04-09
Virgin Atlantic,26:10:00,1,1242.0,JFK,21:00:00,11h 40m,LHR,,,,,BOM,08:40:00,04-09
Virgin Atlantic,26:20:00,2,1242.0,JFK,21:00:00,12h 30m,LHR,6h 35m,DEL,,,BOM,08:50:00,04-09
Virgin Atlantic,26:40:00,1,1242.0,JFK,20:30:00,4h 10m,LHR,,,,,BOM,08:40:00,04-09
Virgin Atlantic,28:5:00,2,1242.0,JFK,18:00:00,22h 45m,LHR,5h 35m,DEL,,,BOM,07:35:00,04-09
Virgin Atlantic,28:10:00,1,1242.0,JFK,19:00:00,1h 23m,BOS,,,,,BOM,08:40:00,04-09
Virgin Atlantic,29:10:00,1,1242.0,JFK,18:00:00,4h 39m,BOS,,,,,BOM,08:40:00,04-09
Virgin Atlantic,29:20:00,2,1242.0,JFK,18:00:00,1h 5m,LHR,6h 35m,DEL,,,BOM,08:50:00,04-09
Virgin Atlantic,39:10:00,1,1242.0,JFK,08:00:00,1h 45m,LHR,,,,,BOM,08:40:00,04-09
Virgin Atlantic,27:10:00,2,1246.0,LGA,20:00:00,1h 45m,LHR,8h 15m,LHR,,,BOM,08:40:00,04-09
Virgin Atlantic,30:10:00,2,1246.0,EWR,17:00:00,2h 20m,LHR,8h 15m,LHR,,,BOM,08:40:00,04-09
British,28:45:00,1,1256.0,JFK,20:55:00,2h 35m,LHR,,,,,BOM,23:50:00,04-08
British,29:5:00,1,1256.0,JFK,07:55:00,3h 15m,LHR,,,,,BOM,11:10:00,04-08
British,30:10:00,1,1256.0,JFK,20:10:00,3h 35m,LHR,,,,,BOM,23:50:00,04-08
British,30:45:00,1,1256.0,JFK,19:35:00,3h 50m,LHR,,,,,BOM,23:50:00,04-08
British,31:48:00,1,1256.0,JFK,19:12:00,3h 45m,LHR,,,,,BOM,23:50:00,04-08
British,32:10:00,1,1256.0,JFK,18:50:00,6h 0m,LHR,,,,,BOM,23:50:00,04-08
British,32:30:00,1,1256.0,JFK,18:30:00,6h 30m,LHR,,,,,BOM,23:50:00,04-08
British,33:35:00,1,1256.0,EWR,18:05:00,8h 0m,LHR,,,,,BOM,23:50:00,04-08
British,33:36:00,1,1256.0,JFK,18:04:00,9h 15m,LHR,,,,,BOM,23:50:00,04-08
British,37:0:00,1,1256.0,JFK,23:00:00,9h 30m,LHR,,,,,BOM,06:50:00,04-09
British,37:37:00,1,1256.0,JFK,22:23:00,10h 10m,LHR,,,,,BOM,06:50:00,04-09
British,40:25:00,1,1256.0,JFK,20:55:00,10h 20m,LHR,,,,,BOM,06:50:00,04-09
British,42:25:00,1,1256.0,JFK,19:35:00,10h 30m,LHR,,,,,BOM,06:50:00,04-09
British,43:28:00,1,1256.0,JFK,19:12:00,10h 45m,LHR,,,,,BOM,06:50:00,04-09
British,43:50:00,1,1256.0,JFK,18:50:00,10h 40m,LHR,,,,,BOM,06:50:00,04-09
British,44:0:00,1,1256.0,JFK,23:00:00,10h 50m,LHR,,,,,BOM,11:10:00,04-09
British,44:10:00,1,1256.0,JFK,18:30:00,15h 33m,BOS,,,,,BOM,06:50:00,04-09
British,45:15:00,1,1256.0,EWR,18:05:00,9h 0m,LGW,,,,,BOM,06:50:00,04-09
British,45:16:00,1,1256.0,JFK,18:04:00,5h 45m,AUH,,,,,BOM,06:50:00,04-09
British,45:17:00,1,1256.0,JFK,22:23:00,3h 55m,HEL,,,,,BOM,11:10:00,04-09
Virgin Atlantic,41:10:00,2,1258.0,JFK,06:00:00,2h 28m,BOS,,LHR,,,BOM,08:40:00,04-09
British,41:55:00,1,1272.0,JFK,20:05:00,5h 27m,BOS,,,,,BOM,06:50:00,04-09
Etihad,35:45:00,1,1279.0,JFK,22:40:00,6h 26m,BOS,,,,,BOM,05:55:00,04-09
Multiple,34:10:00,1,1380.0,JFK,22:55:00,10h 31m,BOS,,,,,BOM,05:15:00,04-09
Virgin Atlantic,28:10:00,2,1421.0,LGA,19:00:00,12h 59m,BOS,8h 15m,LHR,,,BOM,08:40:00,04-09
Virgin Atlantic,31:10:00,2,1421.0,LGA,16:00:00,,,8h 15m,LHR,,,BOM,08:40:00,04-09
Virgin Atlantic,32:11:00,2,1421.0,LGA,14:59:00,2h 20m,LHR,8h 15m,LHR,,,BOM,08:40:00,04-09
Virgin Atlantic,36:0:00,2,1421.0,EWR,11:10:00,50m,SIN,8h 15m,LHR,,,BOM,08:40:00,04-09
Virgin Atlantic,38:40:00,2,1433.0,JFK,08:30:00,12h 10m,SIN,8h 15m,LHR,,,BOM,08:40:00,04-09
Air India,24:10:00,1,1553.0,EWR,12:05:00,1h 46m,YUL,,,,,BOM,12:25:00,04-08
KLM-Royal Dutch,35:0:00,2,1689.0,JFK,18:00:00,1h 25m,HKG,1h 15m,AMS,,,BOM,00:30:00,04-09
Singapore,46:45:00,1,1716.0,JFK,20:55:00,1h 30m,LHR,,,,,BOM,10:30:00,04-09
